simplified,radical,level,frequency,pos,pinyin,meanings,count
回答,囗,3,1100,v,huí dá,"to reply; to answer,reply; answer",1
回到,囗,1,962,v,huí dào,to return to,1
回复,囗,4,2477,v,huí fù,"to reply,to recover,to return (to a previous condition),Re: in reply to (email)",1
回顾,囗,6,4664,v,huí gù,"to look back,to review",1
回归,囗,7,3970,v,huí guī,"to return to,to retreat,regression (statistics)",1
回国,囗,2,9098,v,huí guó,to return to one's home country,1
回家,囗,1,554,v,huí jiā,to return home,1
回扣,囗,7,16947,n,huí kòu,"brokerage,a commission paid to a middleman,euphemism for a bribe,a kickback",1
回馈,囗,7,10605,,huí kuì,"to repay a favor,to give back,feedback",1
回来,囗,2,480,v,huí lai,to return; to come back,1
回落,囗,7,32453,v,huí luò,"to fall back,to return to low level after a rise (in water level, price etc)",1
回去,囗,2,1160,v,huí qu,"to return,to go back",1
回升,囗,7,17568,v,huí shēng,"to rise again after a fall,to pick up,rally (stock market etc)",1
回收,囗,5,5818,v,huí shōu,"to recycle,to reclaim,to retrieve,to recover,to recall (a defective product)",1
回首,囗,7,13271,v,huí shǒu,"to turn around; to look back,(fig.) to recall the past",1
回头,囗,6,2717,d,huí tóu,"to turn round; to turn one's head,later; by and by",1
回味,囗,7,14491,v,huí wèi,"to call to mind and ponder over,aftertaste",1
回想,囗,7,6783,v,huí xiǎng,"to recall,to recollect,to think back",1
回信,囗,4,14440,n,huí xìn,"to reply,to write back,letter written in reply",1
回忆,囗,4,2055,v,huí yì,"to recall,memories",1
回忆录,囗,7,19388,n,huí yì lù,memoir,1
回应,囗,7,4686,v,huí yìng,"to respond,response",1
悔恨,忄,7,16897,v,huǐ hèn,"remorse,repentance",1
毁,殳,7,2932,v,huǐ,"to destroy; to ruin,to defame; to slander",3
毁坏,殳,7,13437,v,huǐ huài,"to damage,to devastate,to vandalize,damage,destruction",1
毁灭,殳,7,6217,v,huǐ miè,"to perish,to ruin,to destroy",1
汇,氵,6,5752,v,huì,"to remit,to converge (of rivers),to exchange",3
汇报,氵,6,4195,v,huì bào,"to report,to give an account of,to collect information and report back",2
汇合,氵,7,17160,v,huì hé,"confluence,to converge,to join,to fuse,fusion",1
汇集,氵,7,16093,v,huì jí,"to collect,to compile,to converge,also written 汇集",2
汇聚,氵,7,15129,v,huì jù,"convergence,to come together",1
汇款,氵,6,17166,n,huì kuǎn,"to remit money,remittance",1
汇率,氵,5,18037,n,huì lǜ,exchange rate,1
会,人,1,23,v,huì,"can; to have the skill; to know how to,to be likely to; to be sure to,to meet; to get together,meeting; gathering",2
会场,人,7,9918,n,huì chǎng,"meeting place,place where people gather",1
会计,人,6,4284,n,kuài jì,"accountant,accountancy,accounting",1
会见,人,6,3958,v,huì jiàn,to meet with (sb who is paying a visit),1
会面,人,7,7646,v,huì miàn,"to meet with,meeting",1
会谈,人,7,6237,v,huì tán,"talks,discussions",1
会晤,人,7,13440,vn,huì wù,"to meet,meeting,conference",1
会议,人,3,928,n,huì yì,"meeting,conference",1
会意,人,7,41491,v,huì yì,combined ideogram (one of the Six Methods 六书 of forming Chinese characters),1
会员,人,4,4022,n,huì yuán,member,1
会长,人,6,5451,n,huì zhǎng,"president of a club, committee etc",1
会诊,人,7,15904,v,huì zhěn,"consultation (medical),to meet for diagnosis,(by extension) consultation of different specialists",1
绘画,纟,6,9589,n,huì huà,"drawing,painting",1
绘声绘色,纟,7,52623,,huì shēng huì sè,"vivid and colorful (idiom); true to life,lively and realistic",1
贿赂,贝,7,5584,v,huì lù,"to bribe,a bribe",1
昏,日,7,8168,v,hūn,"muddle-headed,twilight,to faint,to lose consciousness",2
昏迷,日,7,6505,v,hūn mí,"to lose consciousness,to be in a coma,stupor,coma,stunned,disoriented",1
婚礼,女,5,2548,n,hūn lǐ,"wedding ceremony,wedding",1
婚纱,女,7,6002,n,hūn shā,wedding dress,1
婚姻,女,6,2058,n,hūn yīn,"matrimony,wedding,marriage",1
浑身,氵,7,5116,n,hún shēn,"all over,from head to foot",1
魂,鬼,7,5167,n,hún,old variant of 魂,2
混,氵,6,1849,v,hún,"confused,dirty,to mix,muddy,variant of 浑",2
混合,氵,6,3950,vn,hùn hé,"to mix,to blend,hybrid,composite",1
混乱,氵,6,3209,a,hùn luàn,"confusion,chaos,disorder",1
混凝土,氵,7,10054,n,hùn níng tǔ,concrete,1
混淆,氵,7,13106,v,hùn xiáo,"to obscure,to confuse,to mix up,to blur,to mislead",1
混浊,氵,7,34085,a,hùn zhuó,"turbid,muddy,dirty",1
豁,谷,7,31567,v,huá,to play Chinese finger-guessing game,3
豁出去,谷,7,21778,v,huō chu qu,"to throw caution to the wind,to press one's luck,to go for broke",1
豁达,谷,7,33799,a,huò dá,"optimistic,sanguine,generous,magnanimous,open-minded",1
活,氵,4,556,v,huó,"to live,alive,living,work,workmanship",1
活动,氵,4,605,vn,huó dòng,"to exercise,to move about,to operate,to use connections (personal influence),loose,shaky,active,movable,activity",1
活儿,氵,7,10626,n,huó r,"work,(lots of) things to do",1
活该,氵,7,11001,d,huó gāi,"(coll.) serve sb right,deservedly,ought,should",1
活力,氵,6,3168,n,huó lì,"energy,vitality,vigor,vital force",1
活泼,氵,4,8011,a,huó po,"lively,vivacious,brisk,active,(chemistry) reactive",1
活期,氵,7,42583,b,huó qī,"(banking) current (account),checking (account),demand (deposit etc)",1
活跃,氵,6,4961,v,huó yuè,"active,lively,excited,to enliven,to brighten up",1
火,火,4,1181,n,Huǒ,surname Huo,2
火暴,火,7,37646,a,huǒ bào,variant of 爆,1
火柴,火,6,11966,n,huǒ chái,match (for lighting fire),1
火车,火,1,2791,n,huǒ chē,train,1
火车站,火,1,7270,n,huǒ chē zhàn,train station,1
火锅,火,5,15037,n,huǒ guō,hotpot,1
火候,火,7,22245,n,huǒ hou,"heat control,(fig.) mastery,(fig.) crucial moment",1
火花,火,7,9503,n,huǒ huā,"spark,sparkle",1
火箭,火,7,3215,n,huǒ jiàn,rocket,1
火炬,火,7,6541,n,huǒ jù,(flaming) torch,1
火辣辣,火,7,27799,z,huǒ là là,"painful heat,scorching,painful heat,rude and forthright,provocative,hot,sexy",1
火热,火,7,9839,z,huǒ rè,"fiery,burning,fervent,ardent,passionate",1
火山,火,7,10871,n,huǒ shān,volcano,1
火速,火,7,18971,d,huǒ sù,"at top speed,at a tremendous lick",1
火腿,火,7,10075,n,huǒ tuǐ,ham,1
火焰,火,7,6741,n,huǒ yàn,"blaze,flame",1
火药,火,7,15036,n,huǒ yào,gunpowder,1
火灾,火,6,4272,n,huǒ zāi,serious fire (in a city or a forest etc),1
伙,亻,5,4111,q,huǒ,"meals (abbr. for 食),variant of 伙",2
伙伴,亻,5,2698,n,huǒ bàn,"partner,companion,comrade",1
伙食,亻,7,18184,n,huǒ shí,"food,meals",1
或,戈,3,307,c,huò,"maybe,perhaps,might,possibly,or",1
或多或少,戈,7,16166,d,huò duō huò shǎo,more or less,1
或是,戈,5,2438,c,huò shì,"or,either one or the other",1
或许,戈,5,1228,d,huò xǔ,perhaps; maybe,1
或者,戈,3,382,c,huò zhě,"or,possibly; maybe; perhaps",1
货,贝,4,1631,n,huò,"goods,money,commodity",1
货币,贝,6,6290,n,huò bì,"currency,monetary,money",1
货车,贝,6,4418,n,huò chē,"truck,van,freight wagon",1
货物,贝,5,5745,n,huò wù,"goods,commodity,merchandise",1
货运,贝,7,10749,n,huò yùn,"freight transport,cargo,transported goods",1
获,艹,4,2683,v,huò,"(literary) to catch; to capture,(literary) to get; to obtain; to win",2
获得,艹,4,701,v,huò dé,to obtain; to receive; to get,1
获奖,艹,4,7338,v,huò jiǎng,to win an award,1
获取,艹,4,4905,v,huò qǔ,to gain; to get; to acquire,1
获胜,艹,7,2635,v,huò shèng,"victorious,to win,to triumph",1
获悉,艹,7,9773,v,huò xī,"to learn of sth,to find out,to get news",1
祸害,礻,7,18243,n,huò hài,"disaster,harm,scourge,bad person,to damage,to harm,to wreck",1
霍乱,雨,7,21218,n,huò luàn,cholera,1
讥笑,讠,7,31406,v,jī xiào,to sneer,1
饥饿,饣,6,9185,n,jī è,"hunger,starvation,famine",1
机舱,木,7,19118,n,jī cāng,cabin of a plane,1
机场,木,2,2308,n,jī chǎng,"airport; airfield,(slang) service provider for Shadowsocks or similar software for circumventing Internet censorship",1
机动,木,7,9881,b,jī dòng,"locomotive,motorized,power-driven,adaptable,flexible (use, treatment, timing etc)",1
机动车,木,6,18763,n,jī dòng chē,motor vehicle,1
机构,木,5,1289,n,jī gòu,"mechanism,structure,organization,agency,institution",1
机关,木,7,3970,n,jī guān,"mechanism; gear,machine-operated,office; agency; organ; organization; establishment; institution; body",1
机会,木,3,393,n,jī huì,"opportunity,chance,occasion",1
机灵,木,7,16909,a,jī ling,"clever,quick-witted",1
机密,木,7,7153,n,jī mì,"secret,classified (information)",1
机票,木,2,5209,n,jī piào,"air ticket,passenger ticket",1
机器,木,5,2625,n,jī qì,machine,1
机器人,木,5,4844,n,jī qì rén,"robot,android",1
机械,木,6,3710,n,jī xiè,"machine,machinery,mechanical,(old) cunning,scheming",1
机遇,木,6,6091,n,jī yù,"opportunity,favorable circumstance,stroke of luck",1
机制,木,6,6578,n,jī zhì,mechanism,2
机智,木,7,15602,a,jī zhì,"quick-witted,resourceful",1
肌肤,⺼,7,7819,n,jī fū,"skin,flesh,fig. close physical relationship",1
肌肉,⺼,5,3562,n,jī ròu,"muscle,flesh",1
鸡,鸟,3,1356,n,jī,"fowl,chicken,(slang) prostitute",1
鸡蛋,鸟,1,3501,n,jī dàn,"(chicken) egg,hen's egg",1
迹象,辶,7,4065,n,jì xiàng,sign; indication; mark; indicator,1
积,禾,7,6313,v,jī,"to amass,to accumulate,to store,measured quantity (such as area of volume),product (the result of multiplication)",1
积淀,禾,7,41903,vn,jī diàn,"deposits accumulated over long periods,fig. valuable experience, accumulated wisdom",1
积极,禾,4,2212,a,jī jí,"active,energetic,vigorous,positive (outlook),proactive",1
积极性,禾,3,18743,n,jī jí xìng,"zeal,initiative,enthusiasm,activity",1
积累,禾,4,8722,v,jī lěi,"to accumulate,accumulation,cumulative,cumulatively",1
积蓄,禾,7,10253,n,jī xù,"to save; to put aside,savings",1
基本,土,4,1095,a,jī běn,"basic,fundamental,main,elementary",1
基本功,土,7,23233,n,jī běn gōng,"basic skills,fundamentals",1
基本上,土,4,3705,d,jī běn shang,"basically,on the whole",1
基层,土,7,15719,n,jī céng,"basic level,grassroots unit,basement layer",1
基础,土,4,2135,n,jī chǔ,"base; foundation; basis,basic; fundamental",1
基地,土,6,1799,n,jī dì,"base (of operations),industrial or military base,al-Qaeda",1
基督教,土,6,11088,nz,Jī dū jiào,"Christianity,Christian",1
基金,土,6,1874,n,jī jīn,fund,1
基因,土,6,2983,n,jī yīn,gene (loanword),1
基于,土,7,3684,p,jī yú,"because of,on the basis of,in view of,on account of",1
基准,土,7,18513,n,jī zhǔn,"(surveying) datum,standard; criterion; benchmark",1
畸形,田,7,9330,n,jī xíng,"deformity,abnormality",1
激动,氵,4,1931,a,jī dòng,"to move emotionally,to stir up (emotions),to excite",1
激发,氵,6,6298,v,jī fā,"to arouse,to stimulate,(physics) to excite",1
激光,氵,7,6471,n,jī guāng,laser,1
激化,氵,7,23722,v,jī huà,to intensify,1
激活,氵,7,6647,v,jī huó,to activate,1
激励,氵,6,4775,v,jī lì,"to encourage,to urge,motivation,incentive",1
激烈,氵,5,3088,a,jī liè,"(of competition or fighting) intense,fierce,(of pain) acute,(of an expression of opinion) impassioned,vehement",1
激起,氵,7,10351,v,jī qǐ,"to arouse,to evoke,to cause,to stir up",1
激情,氵,6,2822,n,jī qíng,"passion,fervor,enthusiasm,strong emotion",1
激素,氵,7,7000,n,jī sù,hormone,1
及,又,5,678,cc,jí,"and,to reach,up to,in time for",1
及格,又,5,9699,v,jí gé,"to pass an exam or a test,to meet a minimum standard",1
及其,又,7,6318,cc,jí qí,(conjunction linking two nouns) and its ...; and their ...; and his ...; and her ...,1
及时,又,4,2280,ad,jí shí,"timely; at the right time,promptly; without delay",1
及早,又,7,20217,d,jí zǎo,at the earliest possible time; as soon as possible,1
吉利,口,7,10800,a,Jí lì,"Geely, Chinese car make",2
吉普,口,7,19594,n,Jí pǔ,Jeep (car brand),1
吉他,口,7,6172,n,jí tā,guitar (loanword),1
吉祥,口,6,16584,n,jí xiáng,"lucky,auspicious,propitious",1
吉祥物,口,7,12347,n,jí xiáng wù,mascot,1
级,纟,5,1454,q,jí,"level,grade,rank,step (of stairs),classifier: step, level",1
级别,纟,7,4736,n,jí bié,"(military) rank,level,grade",1
即,卩,7,1528,v,jí,"namely,that is,i.e.,prompt,at once,at present,even if,prompted (by the occasion),to approach,to come into contact",1
即便,卩,6,3313,c,jí biàn,"even if,even though,right away,immediately",1
即将,卩,5,1906,d,jí jiāng,"on the eve of,to be about to,to be on the verge of",1
即可,卩,7,8510,v,jí kě,"equivalent to 就可以,can then (do sth),can immediately (do sth),(do sth) and that will suffice",1
即使,卩,4,1004,c,jí shǐ,even if; even though,1
极,木,3,1404,d,jí,"extremely,pole (geography, physics),utmost,top",1
极度,木,7,5833,d,jí dù,extremely,1
极端,木,6,5189,n,jí duān,extreme,1
极了,木,3,575,y,jí le,"extremely,exceedingly",1
极力,木,7,11081,d,jí lì,"to make a supreme effort,at all costs",1
极其,木,5,4627,d,jí qí,extremely,1
极少数,木,7,1000000,,jí shǎo shù,"extremely few,a small minority",1
极为,木,6,6810,d,jí wéi,"extremely,exceedingly",1
极限,木,7,6343,n,jí xiàn,"limit,extreme boundary",1
急,心,3,1635,v,jí,"urgent,pressing,rapid,hurried,worried,to make (sb) anxious",1
急功近利,心,7,26592,v,jí gōng jìn lì,"seeking instant benefit (idiom); shortsighted vision, looking only for fast return",1
急救,心,6,6489,vn,jí jiù,"to give emergency treatment,first aid",1
急剧,心,7,13117,d,jí jù,rapid; sudden,1
急忙,心,5,18562,d,jí máng,hastily,1
急迫,心,7,29873,a,jí pò,"urgent,pressing,imperative",1
急切,心,6,13165,a,jí qiè,"eager,impatient",1
急性,心,7,8564,b,jí xìng,acute,1
急需,心,5,7649,v,jí xū,"to urgently need,urgent need",1
急于,心,7,11107,v,jí yú,"eager to,in a hurry to",1
急于求成,心,7,41579,v,jí yú qiú chéng,"anxious for quick results (idiom); to demand instant success,impatient for result,impetuous",1
急躁,心,7,16250,a,jí zào,"irritable; irascible,impetuous",1
急诊,心,5,11305,n,jí zhěn,"to give or receive urgent medical treatment,emergency treatment (at a hospital emergency department",1
急转弯,心,7,28882,v,jí zhuǎn wān,to make a sudden turn,1
疾病,疒,5,2270,n,jí bìng,disease; sickness; ailment,1
脊梁,⺼,7,28720,n,jǐ liáng,"backbone,spine,Taiwan pr. [jǐ liang]",2
棘手,木,7,11249,a,jí shǒu,"thorny (problem),intractable",1
集,隹,5,1190,q,jí,"to gather,to collect,collected works,classifier for sections of a TV series etc: episode",1
集合,隹,5,5571,v,jí hé,"to gather; to assemble,(math.) set",1
集会,隹,7,7482,vn,jí huì,"to gather,assembly,meeting",1
集结,隹,7,12340,v,jí jié,"to assemble,to concentrate,to mass,to build up,to marshal",1
集体,隹,5,3804,n,jí tǐ,"collective (decision),joint (effort),a group,a team,en masse,as a group",1
集团,隹,6,2134,n,jí tuán,"group,bloc,corporation,conglomerate",1
集邮,隹,7,30092,vn,jí yóu,"stamp collecting,philately",1
集中,隹,5,1271,v,jí zhōng,"to concentrate,to centralize,to focus,centralized,concentrated,to put together",1
集装箱,隹,7,9507,n,jí zhuāng xiāng,container (for shipping),1
集资,隹,7,17748,v,jí zī,"to raise money,to accumulate funds",1
嫉妒,女,7,4056,v,jí dù,to be jealous of; to envy,1
籍贯,⺮,7,37051,n,jí guàn,"one's native place,place of ancestry,registered birthplace",1
几,几,1,178,m,jī,small table,3
几乎,几,3,1001,d,jī hū,almost; nearly; practically,1
几率,几,7,8030,n,jī lǜ,"probability,odds",1
挤,扌,5,3042,v,jǐ,"to crowd in,to cram in,to force others aside,to press,to squeeze,to find (time in one's busy schedule)",1
挤压,扌,7,13189,v,jǐ yā,"to squeeze,to press,to extrude",1
计,讠,7,2925,v,Jì,surname Ji,2
计策,讠,7,28994,n,jì cè,stratagem,1
计划,讠,4,403,n,jì huà,"plan,project,program,to plan,to map out",1
计较,讠,7,9225,v,jì jiào,"to bother about,to haggle,to bicker,to argue,plan,stratagem",1
计时,讠,7,12504,v,jì shí,"to measure time,to time,to reckon by time",1
计算,讠,5,2980,v,jì suàn,"to count,to calculate,to compute",1
计算机,讠,5,3682,n,jì suàn jī,"computer,(Tw) calculator",1
记,讠,3,1123,v,jì,"to record,to note,to memorize,to remember,mark,sign,classifier for blows, kicks, shots",1
记得,讠,2,699,v,jì de,to remember,1
记号,讠,7,16561,n,jì hao,"mark,symbol,notation,seal",1
记录,讠,5,1305,n,jì lù,"to record,record (written account),note-taker,record (in sports etc)",1
记性,讠,7,14607,n,jì xing,memory (ability to retain information),1
记忆,讠,5,1839,n,jì yì,"to remember,to recall,memory",1
记忆犹新,讠,7,20223,v,jì yì yóu xīn,to remain fresh in one's memory (idiom),1
记载,讠,5,6338,v,jì zǎi,"to write down,to record,written account",1
记者,讠,4,844,n,jì zhě,reporter; journalist,1
记住,讠,1,2266,v,jì zhu,"to remember,to bear in mind,to learn by heart",1
纪录,纟,5,3694,n,jì lù,"variant of 记录 (but in Taiwan, not for the verb sense ""to record"")",1
纪录片,纟,5,12167,n,jì lù piàn,"newsreel,documentary (film or TV program)",1
纪律,纟,6,6250,n,jì lǜ,discipline,1
纪念,纟,5,2842,v,jì niàn,"to commemorate; to honor the memory of,memento; keepsake; souvenir",1
